EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2019.0,06-30-2020,92163.0,0,0,0,0,3582838,4003879,0,7586717,4003879
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2018.0,06-30-2019,92163.0,0,0,0,0,2417854,4898662,0,7316516,4898662
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2017.0,06-30-2018,92163.0,0,0,0,0,2618909,4786412,0,7405321,4786412
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2016.0,06-30-2017,92163.0,0,0,0,0,2674347,4105894,0,6780241,4105894
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2015.0,06-30-2016,92163.0,0,0,0,0,2265389,2588997,0,4854386,2588997
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2014.0,06-30-2015,92163.0,0,0,0,0,1807212,2867228,0,4674440,2867228
330215585_2021,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2021.0,06-30-2022,92103.0,0,0,212917,0,20294300,3558897,1630789,24066114,3771814
330215585_2020,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2020.0,06-30-2021,92103.0,0,0,145859,0,18162046,3338814,1199956,21646719,3484673
330215585_2019,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2019.0,06-30-2020,92103.0,0,0,47749,0,15957289,10930710,1540175,26935748,10978459
330215585_2018,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2018.0,06-30-2019,92103.0,0,0,0,0,2476001,14101032,1757375,16577033,14101032
330215585_2017,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2017.0,06-30-2018,92103.0,0,0,0,0,1972019,8974475,1743782,10946494,8974475
330215585_2016,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2016.0,06-30-2017,92103.0,0,0,0,0,1251303,6178785,1876303,7430088,6178785
330215585_2015,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2015.0,06-30-2016,92103.0,0,0,0,0,2827016,2417961,1086372,5244977,2417961
330215585_2014,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2014.0,06-30-2015,92103.0,0,0,0,0,4037724,1847458,676252,5885182,1847458
330215585_2013,ALPHA PROJECT FOR THE HOMELESS,330215585.0,2013.0,06-30-2014,0.0,0,0,0,0,2065058,4124494,469651,6189552,4124494
330902617_2021,SOLUTIONS FOR CHANGE INC,330902617.0,2021.0,12-31-2021,92083.0,0,0,344910,0,578971,2752293,20111,3676174,3097203
330902617_2020,SOLUTIONS FOR CHANGE INC,330902617.0,2020.0,12-31-2020,92083.0,0,0,10100,0,398625,2433828,0,2842553,2443928
330902617_2019,SOLUTIONS FOR CHANGE INC,330902617.0,2019.0,12-31-2019,92083.0,0,0,155775,0,75000,1513911,95223,1744686,1669686
330902617_2018,SOLUTIONS FOR CHANGE INC,330902617.0,2018.0,12-31-2018,92083.0,0,0,250677,0,200000,2319654,144589,2770331,2570331
330902617_2017,SOLUTIONS FOR CHANGE INC,330902617.0,2017.0,12-31-2017,92083.0,0,0,33059,0,300000,1503790,0,1836849,1536849
330902617_2016,SOLUTIONS FOR CHANGE INC,330902617.0,2016.0,12-31-2016,92083.0,0,0,163539,0,0,1694851,14192,1858390,1858390
330902617_2015,SOLUTIONS FOR CHANGE INC,330902617.0,2015.0,12-31-2015,92083.0,0,0,649293,0,0,1231933,133368,1881226,1881226
330902617_2014,SOLUTIONS FOR CHANGE INC,330902617.0,2014.0,12-31-2014,92083.0,0,0,737190,0,0,1407551,116236,2144741,2144741
953248148_2021,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2021.0,06-30-2022,92110.0,0,0,0,0,74600506,24498,0,74625004,24498
953248148_2020,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2020.0,06-30-2021,92110.0,0,0,0,0,73708400,74747,0,73783147,74747
953248148_2019,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2019.0,06-30-2020,92110.0,0,0,0,0,75268724,49776,0,75318500,49776
953248148_2018,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2018.0,06-30-2019,92110.0,0,0,0,0,67698783,40892,0,67739675,40892
953248148_2017,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2017.0,06-30-2018,92110.0,0,0,0,0,60139803,45233,0,60185036,45233
953248148_2016,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2016.0,06-30-2017,92110.0,0,0,0,0,53517314,36320,0,53553634,36320
953248148_2015,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2015.0,06-30-2016,92110.0,0,0,0,0,47272420,23961,0,47296381,23961
953248148_2014,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2014.0,06-30-2015,92110.0,0,0,0,0,42669457,25407,0,42694864,25407
953248148_2013,COMMUNITY RESEARCH FOUNDATION INC,953248148.0,2013.0,06-30-2014,0.0,0,0,0,0,0,24777,0,24777,24777
311750839_2020,BREAD OF LIFE RESCUE MISSION,311750839.0,2020.0,07-31-2021,38557.0,0,0,0,0,42794,258346,0,301140,258346
311750839_2019,BREAD OF LIFE RESCUE MISSION,311750839.0,2019.0,07-31-2020,38557.0,0,0,0,0,0,285706,0,285706,285706
311750839_2018,BREAD OF LIFE RESCUE MISSION,311750839.0,2018.0,07-31-2019,38557.0,0,0,0,0,0,300810,9720,300810,300810
311750839_2017,BREAD OF LIFE RESCUE MISSION,311750839.0,2017.0,07-31-2018,38557.0,0,0,0,0,0,315897,0,315897,315897
311750839_2016,BREAD OF LIFE RESCUE MISSION,311750839.0,2016.0,07-31-2017,38557.0,0,0,0,0,0,487088,0,487088,487088
311750839_2015,BREAD OF LIFE RESCUE MISSION,311750839.0,2015.0,07-31-2016,38557.0,0,0,0,0,0,338629,0,338629,338629
311750839_2014,BREAD OF LIFE RESCUE MISSION,311750839.0,2014.0,07-31-2015,38557.0,0,0,0,0,0,429101,20000,429101,429101
311750839_2013,BREAD OF LIFE RESCUE MISSION,311750839.0,2013.0,07-31-2014,0.0,0,0,0,0,0,356509,0,356509,356509
951729734_2020,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2020.0,06-30-2021,92101.0,0,0,327489,0,0,32833,22000,360322,360322
951729734_2019,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2019.0,06-30-2020,92101.0,0,0,581885,0,0,15000,0,596885,596885
951729734_2018,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2018.0,06-30-2019,92101.0,0,0,569952,0,0,0,0,569952,569952
951729734_2017,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2017.0,06-30-2018,92101.0,0,0,548869,0,0,0,0,548869,548869
951729734_2016,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2016.0,06-30-2017,92101.0,0,618896,591403,0,0,0,0,1210299,1210299
951729734_2015,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2015.0,06-30-2016,92101.0,0,581296,0,0,0,133760,0,715056,715056
951729734_2014,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2014.0,06-30-2015,92101.0,0,596043,0,0,0,0,0,596043,596043
951729734_2013,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734.0,2013.0,06-30-2014,0.0,0,530544,0,0,0,0,0,530544,530544
953837714_2021,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2021.0,06-30-2022,92025.0,0,0,0,0,1841932,7012518,686697,8854450,7012518
953837714_2020,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2020.0,06-30-2021,92025.0,0,0,0,0,0,8230080,609510,8230080,8230080
953837714_2019,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2019.0,06-30-2020,92025.0,371,0,0,0,0,7188385,840491,7188756,7188756
953837714_2018,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2018.0,06-30-2019,92025.0,7874,0,0,0,0,4659335,931132,4667209,4667209
953837714_2017,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2017.0,06-30-2018,92025.0,2794,0,0,0,0,6715132,859409,6717926,6717926
953837714_2016,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2016.0,06-30-2017,92025.0,2721,0,0,0,0,8376642,790662,8379363,8379363
953837714_2015,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2015.0,06-30-2016,92025.0,2401,0,0,0,0,4366929,635553,4369330,4369330
953837714_2014,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2014.0,06-30-2015,92025.0,3029,0,0,0,0,4472449,665579,4475478,4475478
953837714_2013,INTERFAITH COMMUNITY SERVICES INC,953837714.0,2013.0,06-30-2014,0.0,6806,0,0,0,0,3613283,887487,3620089,3620089
331146733_2017,THINK DIGNITY,331146733,2017,12-31-2017,92104.0,0,4925,15100,0,106172,255771,0,381968,275796
204374795_2021,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2021.0,06-30-2022,92121.0,0,0,349596,0,6327592,87887254,58312927,94564442,88236850
204374795_2020,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2020.0,06-30-2021,92121.0,0,0,251384,0,10838132,113522301,80913471,124611817,113773685
204374795_2019,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2019.0,06-30-2020,92121.0,0,0,103012,0,5257407,75773240,58281891,81133659,75876252
204374795_2018,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2018.0,06-30-2019,92121.0,0,0,316076,0,2593934,48722765,41159936,51632775,49038841
204374795_2017,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2017.0,06-30-2018,92121.0,0,0,191553,0,2106601,41309129,35087496,43607283,41500682
204374795_2016,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2016.0,06-30-2017,92121.0,0,0,154260,0,1623355,38415684,31883433,40193299,38569944
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2015.0,06-30-2016,92121.0,0,0,117922,0,2175671,31097166,25686164,33390759,31215088
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2014.0,06-30-2015,92121.0,0,0,143289,0,8567254,24065867,25032864,32776410,24209156
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795.0,2013.0,06-30-2014,0.0,0,0,131556,0,2230566,30090121,25346991,32452243,30221677
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,--nan,92163.0,0,0,0,0,2417854,4898662,0,7316516,4898662
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,--nan,92163.0,0,0,0,0,2618909,4786412,0,7405321,4786412
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,--nan,92163.0,0,0,0,0,2674347,4105894,0,6780241,4105894
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,--nan,92163.0,0,0,0,0,2265389,2588997,0,4854386,2588997
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,--nan,92163.0,0,0,0,0,1807212,2867228,0,4674440,2867228
330006089_2015,DEAF COMMUNITY SERVICES OF SAN DIEGO,330006089,2015,--nan,92108.0,3270,0,0,0,1329774,61532,0,1394576,64802
330433314_2015,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2015,--nan,92101.0,0,0,0,0,851714,1076360,0,1928074,1076360
330433314_2016,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2016,--nan,92101.0,0,0,0,0,806892,1300903,0,2107795,1300903
330433314_2017,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2017,--nan,92101.0,0,0,0,0,1514007,1231820,0,2745827,1231820
330433314_2018,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2018,--nan,92101.0,0,0,0,0,1265617,1689439,0,2955056,1689439
330602842_2015,ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842,2015,--nan,92123.0,0,0,0,0,1237593,454,0,1238047,454
330602842_2016,ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842,2016,--nan,92123.0,0,0,0,0,1485908,1212,0,1487120,1212
330602842_2017,ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842,2017,--nan,92123.0,0,0,0,0,1564629,1120,0,1565749,1120
330602842_2018,ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842,2018,--nan,92123.0,0,0,0,0,1610341,5416,0,1615757,5416
330602842_2019,ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842,2019,--nan,92123.0,0,0,0,0,1527348,8561,0,1535909,8561
465055513_2016,URBAN STREET ANGELS,465055513,2016,--nan,92101.0,0,0,41551,0,155681,100940,0,298172,142491
465055513_2017,URBAN STREET ANGELS,465055513,2017,--nan,92101.0,0,0,31109,0,26250,349708,0,407067,380817
562613191_2015,STRONG HEARTED NATIVE WOMENS COALITION INCORPORATED,562613191,2015,--nan,92082.0,0,0,0,0,727969,1957,0,729926,1957
562613191_2016,STRONG HEARTED NATIVE WOMENS COALITION INCORPORATED,562613191,2016,--nan,92082.0,0,0,0,0,726300,2800,0,729100,2800
941676390_2016,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2016,--nan,92025.0,0,0,0,0,1562588,103148,0,1665736,103148
941676390_2017,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2017,--nan,92025.0,0,0,0,0,2029571,126194,0,2155765,126194
941676390_2018,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2018,--nan,92025.0,0,0,0,0,1819928,73318,0,1893246,73318
941676390_2019,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2019,--nan,92025.0,0,0,0,0,1765110,174234,0,1939344,174234
952111196_2015,ST PAULS EPISCOPAL HOME INC,952111196,2015,--nan,92013.0,0,0,0,2297041,590897,894547,884493,3782485,3191588
952850121_2015,SERVING SENIORS,952850121,2015,--nan,92101.0,0,0,0,0,3119195,1727053,96540,4846248,1727053
952850121_2016,SERVING SENIORS,952850121,2016,--nan,92101.0,0,0,325000,0,3245708,1210887,0,4781595,1535887
