,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
733,SBCS CORPORATION,952693142,2021.0,06-30-2022,91910,0,0,726095,0,82876281,3187139,144304,86789515
734,SBCS CORPORATION,952693142,2020.0,06-30-2021,91910,0,0,0,0,93767513,4511207,411334,98278720
735,SOUTH BAY COMMUNITY SERVICES,952693142,2019.0,06-30-2020,91910,0,0,165510,0,30495738,2038952,78823,32700200
736,SOUTH BAY COMMUNITY SERVICES,952693142,2018.0,06-30-2019,91910,0,0,230647,0,24769279,603727,148832,25603653
737,SOUTH BAY COMMUNITY SERVICES,952693142,2017.0,06-30-2018,91910,0,0,187711,0,23679156,505996,75340,24372863
738,SOUTH BAY COMMUNITY SERVICES,952693142,2016.0,06-30-2017,91910,0,0,158754,0,24108727,511375,194845,24778856
739,SOUTH BAY COMMUNITY SERVICES,952693142,2015.0,06-30-2016,91910,0,0,0,0,23412360,546969,278454,23959329
740,SOUTH BAY COMMUNITY SERVICES,952693142,2014.0,06-30-2015,91910,0,0,0,0,23927898,491641,189443,24419539
741,SOUTH BAY COMMUNITY SERVICES,952693142,2013.0,06-30-2014,0,0,0,149889,0,21811905,1018122,169822,22979916
742,Not found,952693142,,,0,0,0,0,0,0,0,0,0
743,Not found,952693142,,,0,0,0,0,0,0,0,0,0
744,Not found,952693142,,,0,0,0,0,0,0,0,0,0
745,Not found,952693142,,,0,0,0,0,0,0,0,0,0
746,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2021.0,06-30-2022,92115,0,0,0,0,0,695967,18000,695967
747,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2020.0,06-30-2021,92115,0,0,0,0,175000,127017,0,302017
748,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2019.0,06-30-2020,92115,0,0,42454,0,0,101691,0,144145
749,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2018.0,06-30-2019,92115,0,0,0,0,0,145494,0,145494
750,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2017.0,06-30-2018,92115,0,0,6304,0,0,82574,0,88878
751,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2016.0,06-30-2017,92115,0,0,0,0,0,116000,0,116000
752,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2015.0,06-30-2016,92115,0,0,0,0,0,79620,0,79620
753,"THE SAN DIEGO LESBIAN GAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2020.0,06-30-2021,92163,0,0,0,0,5499751,5085443,0,10585194
754,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2019.0,06-30-2020,92163,0,0,0,0,3582838,4003879,0,7586717
755,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2018.0,06-30-2019,92163,0,0,0,0,2417854,4898662,0,7316516
756,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2017.0,06-30-2018,92163,0,0,0,0,2618909,4786412,0,7405321
757,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2016.0,06-30-2017,92163,0,0,0,0,2674347,4105894,0,6780241
758,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2015.0,06-30-2016,92163,0,0,0,0,2265389,2588997,0,4854386
759,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2014.0,06-30-2015,92163,0,0,0,0,1807212,2867228,0,4674440
760,Not found,237332048,,,0,0,0,0,0,0,0,0,0
