,EIN_YEAR,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
611,562613191_2021,"Strong Hearted Native Womens
Coalition Inc",562613191,2021,06-30-2022,92082,0,0,0,0,1434028,236674,0,1670702
612,562613191_2020,"Strong Hearted Native Womens
Coalition Inc",562613191,2020,06-30-2021,92082,0,0,0,0,1025846,45625,0,1071471
613,562613191_2019,"Strong Hearted Native Womens
Coalition Inc",562613191,2019,06-30-2020,92082,0,0,0,0,921567,26017,0,947584
614,562613191_2018,"Strong Hearted Native Womens
Coalition Inc",562613191,2018,06-30-2019,92082,0,0,0,0,876189,3574,0,879763
615,562613191_2017,"Strong Hearted Native Womens
Coalition Inc",562613191,2017,06-30-2018,92082,0,0,0,0,799422,7109,0,806531
616,330618893_2018,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2018,12-31-2018,92127,0,0,0,0,59823,0,0,59823
617,330618893_2017,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2017,12-31-2017,92127,0,0,0,0,59524,0,0,59524
618,330618893_2016,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2016,12-31-2016,92127,0,0,0,0,58030,0,0,58030
619,330618893_2015,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2015,12-31-2015,92127,0,0,0,0,56783,0,0,56783
620,330618893_2014,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2014,12-31-2014,92127,0,0,0,0,55753,0,0,55753
621,,"WALDEN ENVIRONMENT
DBA WALDEN FAMILY SERVICES",942358632,2021,06-30-2022,92123,0,0,366680,0,16561736,1186451,10000,18114867
622,,"WALDEN ENVIRONMENT
DBA WALDEN FAMILY SERVICES",942358632,2020,06-30-2021,92123,0,0,0,0,17100546,833046,3100,17933592
623,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2019,06-30-2020,92123,0,0,1071693,0,16055428,658669,35545,17785790
624,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2018,12-31-2018,92123,0,0,1007674,0,13353015,441793,681176,14802482
625,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2017,12-31-2017,92123,0,0,0,0,0,252500,0,252500
626,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2016,12-31-2016,92123,0,0,0,0,0,433600,1200,433600
627,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2015,12-31-2015,92123,0,0,0,0,0,203057,4040,203057
628,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2014,12-31-2014,92120,0,0,0,0,0,216481,811,216481
629,,"WALDEN ENVIRONMENT INC
DBA WALDEN FAMILY SERVICES",942358632,2013,12-31-2013,0,0,0,0,0,0,101535,0,101535
630,,"North County Lifeline Inc
dba Lifeline Community Services",952794253,2021,06-30-2022,92084,0,0,0,0,13405575,451714,223226,13857289
631,,"North County Lifeline Inc
dba Lifeline Community Services",952794253,2020,06-30-2021,92056,0,0,0,0,13098737,679469,189639,13778206
632,,North County Lifeline Inc,952794253,2019,06-30-2020,92056,0,0,0,0,12446965,392396,251569,12839361
633,,North County Lifeline Inc,952794253,2018,06-30-2019,92056,0,0,0,0,10496439,353245,235480,10849684
634,,North County Lifeline Inc,952794253,2017,06-30-2018,92056,0,0,0,0,9738384,287018,207107,10025402
635,,North County Lifeline Inc,952794253,2016,06-30-2017,92056,0,0,0,0,7910489,269310,107107,8179799
636,,North County Lifeline Inc,952794253,2015,06-30-2016,92056,0,0,0,0,7008292,156226,71467,7164518
637,,North County Lifeline Inc,952794253,2014,06-30-2015,92056,0,0,0,0,6666125,112730,70794,6778855
638,,COMMUNITY RESOURCE CENTER,953497926,2021,06-30-2022,92024,0,0,114007,0,3001809,1691815,1049099,4807631
639,,COMMUNITY RESOURCE CENTER,953497926,2020,06-30-2021,92024,0,0,77637,0,3252755,4043651,1035391,7374043
640,,COMMUNITY RESOURCE CENTER,953497926,2019,06-30-2020,92024,0,0,301149,0,2338255,2490058,627749,5129462
641,,COMMUNITY RESOURCE CENTER,953497926,2018,06-30-2019,92024,347,0,68811,0,1526759,1422107,614244,3018024
642,,COMMUNITY RESOURCE CENTER,953497926,2017,06-30-2018,92024,158,0,73475,0,1305024,1827504,548988,3206161
643,,COMMUNITY RESOURCE CENTER,953497926,2016,06-30-2017,92024,1043,0,0,0,1074638,1221054,43662,2301695
644,,Community Resource Center,953497926,2015,06-30-2016,92024,2081,0,178433,0,877544,1118465,37633,2176523
645,,COMMUNITY RESOURCE CENTER,953497926,2014,06-30-2015,92024,4086,0,151650,0,112385,1775827,2977,2043948
646,,COMMUNITY RESOURCE CENTER,953497926,2013,06-30-2014,0,5786,0,58671,0,1215256,1231633,13786,2511346
647,,GENERATEHOPE INC,263405689,2021,12-31-2021,92108,0,0,159532,0,321341,2444340,61751,2925213
648,,GENERATEHOPE INC,263405689,2020,12-31-2020,92108,0,0,133830,0,60934,1162044,76861,1356808
649,,GENERATEHOPE INC,263405689,2019,12-31-2019,92108,0,0,190000,0,61264,871044,53273,1122308
650,,GENERATEHOPE INC,263405689,2018,12-31-2018,92108,0,0,204598,0,65995,1195492,317578,1466085
651,,GENERATEHOPE INC,263405689,2017,12-31-2017,92108,0,0,139870,0,83947,705417,149318,929234
652,,GENERATEHOPE INC,263405689,2016,12-31-2016,92108,0,0,0,0,52000,971973,736500,1023973
653,,GENERATEHOPE INC,263405689,2015,12-31-2015,92108,0,0,0,0,153154,559739,0,725208
654,,GENERATEHOPE INC,263405689,2014,12-31-2014,92108,0,0,0,0,100000,227478,0,327478
655,,GENERATEHOPE INC,263405689,2013,12-31-2013,0,0,0,0,0,100000,179228,0,279228
656,,PATH,953950196,2021,06-30-2022,90004,0,0,2021876,0,102856183,12424824,3290463,117302883
657,,PATH,953950196,2020,06-30-2021,90004,0,0,2014718,0,90762040,8823906,2984796,101600664
658,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2019,06-30-2020,90004,0,0,1396211,0,65986770,8928718,2559870,76311699
659,,PATH (PEOPLE ASSISTING THE HOMELESS),953950196,2018,06-30-2019,90004,0,0,1610529,0,31146536,6280302,2590243,39037367
660,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2017,06-30-2018,90004,0,0,1365374,0,27838533,6808261,0,36012168
661,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2016,06-30-2017,90004,0,0,814730,0,24298231,5011062,0,30124023
662,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2015,06-30-2016,90004,0,0,1093424,0,24266426,8493506,0,33853356
663,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2014,06-30-2015,90004,0,0,797711,0,15034116,6112616,0,21944443
664,,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2013,06-30-2014,0,0,0,890986,0,10971394,3267436,0,15129816
665,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2020,06-30-2021,92110,0,0,0,0,17344646,919709,140090,18264355
666,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2019,06-30-2020,92110,0,0,108285,0,14550486,2660409,90700,17319180
667,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2018,06-30-2019,92110,0,0,0,0,12226507,1663160,68633,13889667
668,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2017,06-30-2018,92110,0,0,0,0,10390777,2934365,37484,13325142
669,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2016,06-30-2017,921102030,0,0,0,0,8454663,1317986,466769,9772649
670,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2015,06-30-2016,921102030,0,0,0,0,8368757,1746395,1086348,10115152
671,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2014,06-30-2015,921102030,0,0,0,0,8258604,1206648,145562,9465252
672,,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2013,06-30-2014,0,0,0,0,0,8169126,1974080,124165,10143206
673,,NEW ALTERNATIVES INC,953244085,2021,12-31-2021,92163,0,0,0,0,0,205330,0,205330
674,,NEW ALTERNATIVES INC,953244085,2020,12-31-2020,92163,0,0,0,0,0,138850,0,138850
675,,NEW ALTERNATIVESINC,953244085,2019,12-31-2019,92163,0,0,0,0,0,291658,0,291658
676,,NEW ALTERNATIVESINC,953244085,2018,12-31-2018,92163,0,0,0,0,0,390047,0,390047
677,,NEW ALTERNATIVESINC,953244085,2017,12-31-2017,92163,0,0,0,0,29308,741356,0,770664
678,,NEW ALTERNATIVESINC,953244085,2016,12-31-2016,92163,0,0,0,0,0,274792,0,274792
679,,NEW ALTERNATIVESINC,953244085,2015,12-31-2015,92163,0,0,0,0,0,467092,0,467092
680,,NEW ALTERNATIVESINC,953244085,2014,12-31-2014,92163,0,0,0,0,0,347574,22000,347574
681,,NEW ALTERNATIVESINC,953244085,2013,12-31-2013,0,0,0,0,0,0,414625,0,414625
682,,ACCESS INC,952422704,2021,06-30-2022,92111,0,0,0,0,2333269,400608,0,2733877
683,,ACCESS INC,952422704,2020,06-30-2021,92111,0,0,0,0,2479269,346767,0,2826036
684,,Access,952422704,2019,06-30-2020,92111,0,0,0,0,3237974,54220,0,3292194
685,,Access Inc,952422704,2018,06-30-2019,92111,0,0,0,0,3128388,155665,0,3284053
686,,Access Inc,952422704,2017,06-30-2018,92111,0,0,0,0,2983795,229551,0,3213346
687,,Access Inc,952422704,2016,06-30-2017,92111,0,0,0,0,3075472,205477,0,3280949
688,,Access Inc,952422704,2015,06-30-2016,92111,0,0,0,0,2146844,142987,0,2289831
689,,Access Inc,952422704,2014,06-30-2015,92111,0,0,0,0,1945811,158587,0,2104398
690,,Access Inc,952422704,2013,06-30-2014,0,0,0,0,0,1846857,11901,0,1858758
691,,INFO LINE OF SAN DIEGO COUNTY,331029843,2021,06-30-2022,92142,0,0,344110,0,0,813456,0,1157566
692,,INFO LINE OF SAN DIEGO COUNTY,331029843,2020,06-30-2021,92142,179534,0,457183,0,0,402785,0,1039502
693,,INFO LINE OF SAN DIEGO COUNTY,331029843,2019,06-30-2020,92142,67806,0,167628,0,0,585432,0,820866
694,,INFO LINE OF SAN DIEGO COUNTY,331029843,2018,06-30-2019,92142,5422,0,0,0,0,1437951,0,1443373
695,,INFO LINE OF SAN DIEGO COUNTY,331029843,2017,06-30-2018,92123,68432,0,0,0,0,1291416,0,1359848
696,,INFO LINE OF SAN DIEGO COUNTY,331029843,2016,06-30-2017,92123,61836,0,0,0,0,797617,0,859453
697,,INFO LINE OF SAN DIEGO COUNTY,331029843,2015,06-30-2016,92123,0,0,148000,0,0,1442396,20500,1590396
698,,INFO LINE OF SAN DIEGO COUNTY,331029843,2014,06-30-2015,92123,0,0,147250,0,0,565250,2675,712500
699,,INFO LINE OF SAN DIEGO COUNTY,331029843,2013,06-30-2014,0,0,0,285459,0,0,1426616,14603,1712075
700,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2021,06-30-2022,920201651,0,0,0,0,32228251,0,0,32228251
701,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2020,06-30-2021,920201651,0,0,0,0,33156996,0,0,33156996
702,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2019,06-30-2020,920201651,0,0,0,0,26829832,0,0,26829832
703,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2018,06-30-2019,920201651,0,0,0,0,20728534,0,0,20728534
704,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2017,06-30-2018,920201651,0,0,0,0,15375695,0,0,15375695
705,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2016,06-30-2017,920201651,0,0,0,0,11827666,0,0,11827666
706,,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2015,06-30-2016,920201651,0,0,0,0,9361362,0,0,9361362
707,,MCALISTER INSTITUTE FOR TREATMENT & EDUCATION INC,953140767,2014,06-30-2015,920201651,0,0,0,0,8713650,0,0,8713650
708,,MCALISTER INSTITUTE FOR TREATMENT & EDUCATION INC,953140767,2013,06-30-2014,0,0,0,0,0,0,8109852,0,8109852
709,,NAMI SAN DIEGO,330122462,2021,06-30-2022,92123,0,0,256845,0,6911240,1564509,1248249,8732594
710,,NAMI SAN DIEGO,330122462,2020,06-30-2021,92123,0,0,162038,0,6535082,439141,0,7136261
711,,NAMI SAN DIEGO,330122462,2019,06-30-2020,92123,0,0,160382,0,5532949,329605,2415,6022936
712,,NAMI SAN DIEGO,330122462,2018,06-30-2019,92123,0,0,181702,0,5115093,139806,18300,5436601
713,,NAMI SAN DIEGO,330122462,2017,06-30-2018,92123,0,0,142728,0,5085050,133191,0,5360969
714,,NAMI SAN DIEGO,330122462,2016,06-30-2017,92123,0,1702,17201,0,5311923,134460,0,5465286
715,,NAMI SAN DIEGO,330122462,2015,06-30-2016,92123,0,760,17785,0,4623871,255358,0,4897774
716,,NAMI SAN DIEGO,330122462,2014,06-30-2015,92123,0,1618,136342,0,3196819,71894,0,3406673
717,,NAMI SAN DIEGO,330122462,2013,06-30-2014,0,0,1881,153276,0,2117637,59229,0,2332023
718,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2021,12-31-2021,91911,0,0,0,0,44408141,3256460,2136983,47664601
719,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2020,12-31-2020,91911,0,0,0,0,35941636,3522954,2632688,39464590
720,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2019,12-31-2019,91911,0,0,204555,0,35487026,2434789,2298104,38126370
721,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2018,12-31-2018,91911,0,0,35000,0,29811044,2412572,1869374,32258616
722,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2017,12-31-2017,91911,0,0,36800,0,27582015,2269306,2049541,29888121
723,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2016,12-31-2016,91911,0,0,16800,0,28532127,2003551,1738321,30552478
724,,Metropolitan Area Advisory Committee on Anti-Poverty of San Diego County In,952457354,2015,12-31-2015,91911,0,0,125830,0,28333254,925726,893295,29384810
725,,"METROPOLITAN AREA ADVISORY COMMITTEE ON
ANTI-POVERTY OF SAN DIEGO COUNTY INC",952457354,2013,12-31-2013,0,0,0,0,0,0,254541,0,254541
726,,YMCA OF SAN DIEGO COUNTY,952039198,2021,06-30-2022,92123,0,0,111000,162000,122845000,8442000,517000,131560000
727,,YMCA OF SAN DIEGO COUNTY,952039198,2020,06-30-2021,92123,0,0,461000,0,131804000,37728000,2305000,169532000
728,,YMCA OF SAN DIEGO COUNTY,952039198,2019,06-30-2020,92123,0,0,0,0,103823000,20816000,0,124639000
729,,YMCA OF SAN DIEGO COUNTY,952039198,2018,06-30-2019,92123,0,0,0,0,92115000,11971000,440000,104086000
730,,YMCA OF SAN DIEGO COUNTY,952039198,2017,06-30-2018,92123,0,0,0,0,79369000,15066000,0,94435000
731,,YMCA OF SAN DIEGO COUNTY,952039198,2016,06-30-2017,92123,0,0,0,0,66857000,16797000,1985000,83654000
732,,YMCA OF SAN DIEGO COUNTY,952039198,2015,06-30-2016,92123,0,0,0,0,59368000,15803000,0,75171000
733,,YMCA OF SAN DIEGO COUNTY,952039198,2014,06-30-2015,92123,0,0,0,0,52614000,12983000,731000,65597000
734,,YMCA OF SAN DIEGO COUNTY,952039198,2013,06-30-2014,0,0,0,0,0,45948000,0,7030000,68593000
735,,"OPERATION HOPE
NORTH COUNTY INCORPORATED",571214920,2021,06-30-2022,92084,0,0,0,0,391086,481445,0,872531
736,,"OPERATION HOPE
NORTH COUNTY INCORPORATED",571214920,2020,06-30-2021,92084,0,0,0,0,422615,692114,0,1114729
737,,"OPERATION HOPE
NORTH COUNTY INCORPORATED",571214920,2019,06-30-2020,92084,0,0,0,0,124333,1028389,0,1152722
738,,OPERATION HOPE - VISTA INCORPORATED,571214920,2017,06-30-2018,92084,0,0,0,0,75417,539143,100296,614560
739,,OPERATION HOPE - VISTA INCORPORATED,571214920,2016,06-30-2017,92084,0,0,0,0,54430,267403,0,342522
740,,CASA DE AMPARO,953315571,2021,06-30-2022,92069,0,0,583861,0,7481645,2820702,242271,10886208
741,,CASA DE AMPARO,953315571,2020,06-30-2021,92069,0,0,330639,0,8632004,4259264,541051,13221907
742,,CASA DE AMPARO,953315571,2019,06-30-2020,92069,0,0,128260,0,8253706,1511144,229425,9893110
743,,CASA DE AMPARO,953315571,2018,06-30-2019,92069,0,0,119380,0,402566,1441065,319577,1963011
744,,CASA DE AMPARO,953315571,2017,06-30-2018,92069,1924,0,14888,0,5669765,1737039,408738,7423616
745,,CASA DE AMPARO,953315571,2016,06-30-2017,92069,11487,0,225830,0,222038,3348922,486662,3808277
746,,CASA DE AMPARO,953315571,2015,06-30-2016,92069,14662,0,337599,0,191203,2208953,424543,2752417
747,,CASA DE AMPARO,953315571,2014,06-30-2015,92069,21271,0,406648,0,0,1819359,526420,2247278
748,,CASA DE AMPARO,953315571,2013,06-30-2014,0,19803,0,352886,0,0,1568835,376849,1941524
749,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2021,06-30-2022,92110,0,0,0,0,74600506,24498,0,74625004
750,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2020,06-30-2021,92110,0,0,0,0,73708400,74747,0,73783147
751,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2019,06-30-2020,92110,0,0,0,0,75268724,49776,0,75318500
752,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2018,06-30-2019,92110,0,0,0,0,67698783,40892,0,67739675
753,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2017,06-30-2018,92110,0,0,0,0,60139803,45233,0,60185036
754,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2016,06-30-2017,92110,0,0,0,0,53517314,36320,0,53553634
755,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2015,06-30-2016,92110,0,0,0,0,47272420,23961,0,47296381
756,,COMMUNITY RESEARCH FOUNDATION INC,953248148,2014,06-30-2015,92110,0,0,0,0,42669457,25407,0,42694864
757,,Community Research Foundation Inc,953248148,2013,06-30-2014,0,0,0,0,0,0,24777,0,24777
758,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2021,06-30-2022,92102,0,0,0,0,59753670,14436348,4374735,74190018
759,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2020,06-30-2021,92102,0,0,0,0,49070786,7643862,766795,56714648
760,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2019,06-30-2020,92102,0,0,127428,0,42826769,7746205,0,50700402
761,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2018,06-30-2019,92102,0,0,112377,0,35981688,4781811,0,40875876
762,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2017,06-30-2018,92102,0,0,122474,0,35785124,4490939,0,40398537
763,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2016,06-30-2017,92102,0,0,117163,0,37189601,1889004,0,39195768
764,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2015,06-30-2016,92102,0,0,109028,0,31709294,2030508,206,33848830
765,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2014,06-30-2015,92102,0,0,62739,0,30863316,1834695,0,32760750
766,,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205,2013,06-30-2014,0,0,0,180418,0,33396379,2425663,2425663,36002460
767,,DREAMS FOR CHANGE INC,270447059,2021,12-31-2021,92176,0,0,0,0,845519,229074,0,1074593
768,,DREAMS FOR CHANGE INC,270447059,2020,12-31-2020,92176,0,0,0,0,717584,434903,0,1152487
769,,Dreams for Change,270447059,2019,12-31-2019,92176,0,0,0,0,600504,421536,0,1022040
770,,Dreams for Change,270447059,2018,12-31-2018,92176,0,0,0,0,345041,492397,0,837438
771,,Dreams for Change,270447059,2017,12-31-2017,92176,0,0,0,0,13723,589875,0,603598
772,,Dreams for Change,270447059,2016,12-31-2016,92176,0,0,0,0,0,367905,0,367905
773,,Dreams for Change,270447059,2015,12-31-2015,92176,0,0,0,0,0,363988,0,363988
774,,Dreams for Change,270447059,2014,12-31-2014,92176,0,0,0,0,0,206298,0,206298
775,,Dreams for Change,270447059,2013,12-31-2013,0,0,0,0,0,23051,82706,0,105757
776,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2021,06-30-2022,92138,0,0,0,157000,1981922,2149303,0,4288225
777,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2020,06-30-2021,92138,0,0,0,130000,1958200,59307,0,2147507
778,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2019,06-30-2020,92138,0,0,0,90000,1262411,926461,0,2278872
779,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2018,06-30-2019,92138,0,0,0,126000,533845,222315,0,882160
780,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2017,06-30-2018,92138,0,0,0,129490,582820,139711,0,852021
781,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2016,06-30-2017,921380156,0,0,0,0,416078,76090,3900,492168
782,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2015,06-30-2016,921380156,0,0,0,0,597550,188256,0,785806
783,,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2014,06-30-2015,921380156,0,0,60500,0,56744,226704,0,343948
784,,Urban Corps of San Diego County,330352148,2013,06-30-2014,0,0,0,0,0,50000,207117,50000,257117
785,,SBCS CORPORATION,952693142,2021,06-30-2022,91910,0,0,726095,0,82876281,3187139,144304,86789515
786,,SBCS CORPORATION,952693142,2020,06-30-2021,91910,0,0,0,0,93767513,4511207,411334,98278720
787,,SOUTH BAY COMMUNITY SERVICES,952693142,2019,06-30-2020,91910,0,0,165510,0,30495738,2038952,78823,32700200
788,,SOUTH BAY COMMUNITY SERVICES,952693142,2018,06-30-2019,91910,0,0,230647,0,24769279,603727,148832,25603653
789,,SOUTH BAY COMMUNITY SERVICES,952693142,2017,06-30-2018,91910,0,0,187711,0,23679156,505996,75340,24372863
790,,SOUTH BAY COMMUNITY SERVICES,952693142,2016,06-30-2017,91910,0,0,158754,0,24108727,511375,194845,24778856
791,,SOUTH BAY COMMUNITY SERVICES,952693142,2015,06-30-2016,91910,0,0,0,0,23412360,546969,278454,23959329
792,,SOUTH BAY COMMUNITY SERVICES,952693142,2014,06-30-2015,91910,0,0,0,0,23927898,491641,189443,24419539
793,,SOUTH BAY COMMUNITY SERVICES,952693142,2013,06-30-2014,0,0,0,149889,0,21811905,1018122,169822,22979916
794,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2021,12-31-2021,92127,0,0,0,0,21822,0,0,21822
795,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2020,12-31-2020,92127,0,0,0,0,46247,0,0,46247
796,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2019,12-31-2019,92127,0,0,0,0,60562,0,0,60562
797,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2018,12-31-2018,92127,0,0,0,0,77704,0,0,77704
798,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2017,12-31-2017,92127,0,0,0,0,64454,0,0,64454
799,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2016,12-31-2016,92127,0,0,0,0,61998,0,0,61998
800,,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2015,12-31-2015,92127,0,0,0,0,72019,0,0,72019
801,,SAN DIEGO RESCUE MISSION INC,951874073,2021,09-30-2022,92138,0,0,155764,0,0,26121296,8271604,26277060
802,,SAN DIEGO RESCUE MISSION INC,951874073,2020,09-30-2021,92138,0,0,142855,0,0,21978558,10039786,22121413
803,,SAN DIEGO RESCUE MISSION INC,951874073,2019,09-30-2020,92138,0,0,50825,0,0,16540608,7454894,16591433
804,,SAN DIEGO RESCUE MISSION INC,951874073,2018,09-30-2019,92138,0,0,297819,0,0,16921789,8637829,17219608
805,,SAN DIEGO RESCUE MISSION INC,951874073,2017,09-30-2018,92138,0,0,0,0,0,17095088,9929227,17095088
806,,San Diego Rescue Mission Inc,951874073,2016,09-30-2017,92138,0,0,305400,0,0,16740241,10289900,17045641
807,,San Diego Rescue Mission Inc,951874073,2015,09-30-2016,92138,0,0,265175,0,0,15535669,9304663,15535669
808,,SAN DIEGO RESCUE MISSION INC,951874073,2014,09-30-2015,92138,0,0,0,0,0,16740258,10231347,16740258
809,,SAN DIEGO RESCUE MISSION INC,951874073,2013,09-30-2014,0,0,0,0,0,0,19597062,9632204,19597062
810,,SAN DIEGO YOUTH SERVICES,952648050,2020,06-30-2021,92110,0,0,0,0,19387646,322601,0,19710247
811,,SAN DIEGO YOUTH SERVICES,952648050,2019,06-30-2020,92110,0,0,0,0,19632420,203870,0,19836290
812,,SAN DIEGO YOUTH SERVICES,952648050,2018,06-30-2019,92110,0,0,0,0,19070850,144882,0,19215732
813,,SAN DIEGO YOUTH SERVICES,952648050,2017,06-30-2018,92110,0,0,0,0,17914417,225235,0,18139652
814,,SAN DIEGO YOUTH SERVICES,952648050,2016,06-30-2017,92110,0,0,0,0,0,339948,0,339948
815,,SAN DIEGO YOUTH SERVICES,952648050,2015,06-30-2016,92110,0,0,0,0,0,573337,0,573337
816,,SAN DIEGO YOUTH SERVICES,952648050,2014,06-30-2015,92110,0,0,0,0,0,428399,0,428399
817,,SAN DIEGO YOUTH SERVICES,952648050,2013,06-30-2014,0,0,0,0,0,0,423479,0,423479
818,,Las Palmas Foundation,330497515,2021,12-31-2021,92024,0,0,0,0,0,0,0,0
819,,Las Palmas Foundation,330497515,2020,12-31-2020,92024,0,0,0,0,0,0,0,0
820,,Las Palmas Foundation,330497515,2019,12-31-2019,92024,0,0,0,0,0,600,0,600
821,,Las Palmas Foundation,330497515,2018,12-31-2018,92024,0,0,0,0,0,300,0,300
822,,Las Palmas Foundation,330497515,2017,12-31-2017,92024,0,0,0,0,0,550,0,550
823,,Las Palmas Foundation,330497515,2016,12-31-2016,92024,0,0,0,0,0,0,0,0
824,,Las Palmas Foundation,330497515,2015,12-31-2015,92024,0,0,0,0,149000,0,0,149000
825,,Las Palmas Foundation,330497515,2014,12-31-2014,92024,0,0,0,0,47171,0,0,47171
826,,LAS PALMAS FOUNDATION,330497515,2013,12-31-2013,0,0,0,0,0,357902,0,0,357902
827,,ALPHA PROJECT FOR THE HOMELESS,330215585,2021,06-30-2022,92103,0,0,212917,0,20294300,3558897,1630789,24066114
828,,ALPHA PROJECT FOR THE HOMELESS,330215585,2020,06-30-2021,92103,0,0,145859,0,18162046,3338814,1199956,21646719
829,,ALPHA PROJECT FOR THE HOMELESS,330215585,2019,06-30-2020,92103,0,0,47749,0,15957289,10930710,1540175,26935748
830,,ALPHA PROJECT FOR THE HOMELESS,330215585,2018,06-30-2019,92103,0,0,0,0,2476001,14101032,1757375,16577033
831,,ALPHA PROJECT FOR THE HOMELESS,330215585,2017,06-30-2018,92103,0,0,0,0,1972019,8974475,1743782,10946494
