EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
571162424_2020,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,571162424,2020,12-31-2020,90807,9965,0,0,0,0,487546,139062,497511,497511
571162424_2019,KINGDOM CAUSES INC,571162424,2019,12-31-2019,90807,39087,0,0,0,0,1035566,952925,1074653,1074653
571162424_2018,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2018,12-31-2018,90807,0,0,0,0,0,113906,0,113906,113906
571162424_2017,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2017,12-31-2017,90809,0,0,0,0,22500,172350,0,194850,172350
571162424_2016,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2016,12-31-2016,90809,0,0,0,0,45928,100072,0,146000,100072
571162424_2015,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2015,12-31-2015,90809,0,0,0,0,57119,177099,0,234218,177099
571162424_2014,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2014,12-31-2014,90809,0,0,0,10335,269904,449840,0,730079,460175
571162424_2013,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424,2013,12-31-2013,0,0,0,0,18375,106888,274500,0,399763,292875
952693142_2021,SBCS CORPORATION,952693142,2021,06-30-2022,91910,0,0,726095,0,82876281,3187139,144304,86789515,3913234
952693142_2020,SBCS CORPORATION,952693142,2020,06-30-2021,91910,0,0,0,0,93767513,4511207,411334,98278720,4511207
952693142_2019,SOUTH BAY COMMUNITY SERVICES,952693142,2019,06-30-2020,91910,0,0,165510,0,30495738,2038952,78823,32700200,2204462
952693142_2018,SOUTH BAY COMMUNITY SERVICES,952693142,2018,06-30-2019,91910,0,0,230647,0,24769279,603727,148832,25603653,834374
952693142_2017,SOUTH BAY COMMUNITY SERVICES,952693142,2017,06-30-2018,91910,0,0,187711,0,23679156,505996,75340,24372863,693707
952693142_2016,SOUTH BAY COMMUNITY SERVICES,952693142,2016,06-30-2017,91910,0,0,158754,0,24108727,511375,194845,24778856,670129
952693142_2015,SOUTH BAY COMMUNITY SERVICES,952693142,2015,06-30-2016,91910,0,0,0,0,23412360,546969,278454,23959329,546969
952693142_2014,SOUTH BAY COMMUNITY SERVICES,952693142,2014,06-30-2015,91910,0,0,0,0,23927898,491641,189443,24419539,491641
952693142_2013,SOUTH BAY COMMUNITY SERVICES,952693142,2013,06-30-2014,0,0,0,149889,0,21811905,1018122,169822,22979916,1168011
931008369_2021,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2021,06-30-2022,92115,0,0,0,0,0,695967,18000,695967,695967
931008369_2020,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2020,06-30-2021,92115,0,0,0,0,175000,127017,0,302017,127017
931008369_2019,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2019,06-30-2020,92115,0,0,42454,0,0,101691,0,144145,144145
931008369_2018,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2018,06-30-2019,92115,0,0,0,0,0,145494,0,145494,145494
931008369_2017,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2017,06-30-2018,92115,0,0,6304,0,0,82574,0,88878,88878
931008369_2016,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2016,06-30-2017,92115,0,0,0,0,0,116000,0,116000,116000
931008369_2015,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2015,06-30-2016,92115,0,0,0,0,0,79620,0,79620,79620
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,06-30-2021,92163,0,0,0,0,5499751,5085443,0,10585194,5085443
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,06-30-2020,92163,0,0,0,0,3582838,4003879,0,7586717,4003879
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,06-30-2019,92163,0,0,0,0,2417854,4898662,0,7316516,4898662
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,06-30-2018,92163,0,0,0,0,2618909,4786412,0,7405321,4786412
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,06-30-2017,92163,0,0,0,0,2674347,4105894,0,6780241,4105894
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,06-30-2016,92163,0,0,0,0,2265389,2588997,0,4854386,2588997
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,06-30-2015,92163,0,0,0,0,1807212,2867228,0,4674440,2867228
